                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.2576,                 3.4033,                 3.4508,                  0.771,                0.69511,                0.73267,                0.33087,                 1.9068,                 1.8869,                 2.3237,               0.003316,               0.003316,               0.003316
                      2,                 1.6499,                 1.2425,                 1.7331,                0.90567,                0.80878,                 0.8694,                0.46134,                 1.5165,                 1.1278,                 1.7461,              0.0066274,              0.0066274,              0.0066274
                      3,                 1.4386,                0.92971,                 1.4913,                0.90395,                0.84185,                 0.8896,                0.48023,                 1.5064,                 1.0407,                 1.7932,              0.0099168,              0.0099168,              0.0099168
                      4,                 1.3511,                0.77516,                 1.4006,                0.95994,                0.89854,                 0.9378,                0.58057,                 1.3077,                0.77194,                 1.5378,               0.009901,               0.009901,               0.009901
                      5,                 1.2816,                0.68677,                 1.3397,                0.97656,                0.90555,                0.95084,                0.62486,                 1.2144,                0.63267,                  1.416,               0.009901,               0.009901,               0.009901
                      6,                 1.2408,                0.64409,                 1.3099,                0.97249,                0.90652,                0.95066,                0.63318,                   1.17,                0.59239,                  1.367,               0.009868,               0.009868,               0.009868
                      7,                 1.2174,                0.61951,                 1.2957,                0.95895,                0.91413,                0.94231,                0.63409,                 1.1668,                0.59969,                 1.3579,               0.009835,               0.009835,               0.009835
                      8,                 1.2077,                0.60326,                 1.2809,                0.97714,                0.92663,                0.95739,                0.65541,                 1.1178,                0.51697,                 1.3149,               0.009802,               0.009802,               0.009802
                      9,                 1.1808,                0.58532,                 1.2666,                0.97368,                0.92488,                0.95844,                0.65294,                 1.1344,                0.49678,                 1.3241,               0.009769,               0.009769,               0.009769
                     10,                 1.1836,                  0.576,                 1.2616,                0.97841,                0.92989,                0.96178,                0.65361,                 1.1218,                0.49832,                 1.3141,               0.009736,               0.009736,               0.009736
                     11,                 1.1653,                0.56651,                 1.2547,                0.98498,                0.92644,                0.96141,                0.65912,                 1.1213,                 0.4802,                  1.308,               0.009703,               0.009703,               0.009703
                     12,                 1.1586,                0.54643,                 1.2463,                0.97907,                0.92446,                0.95398,                 0.6496,                 1.1312,                0.48778,                 1.3126,                0.00967,                0.00967,                0.00967
                     13,                 1.1531,                0.54358,                 1.2476,                0.97018,                0.93713,                0.96353,                0.67306,                 1.0958,                0.46384,                 1.2898,               0.009637,               0.009637,               0.009637
                     14,                 1.1528,                 0.5383,                 1.2405,                0.98335,                0.93089,                0.96053,                0.65178,                 1.1544,                0.47744,                 1.3197,               0.009604,               0.009604,               0.009604
                     15,                 1.1389,                0.53203,                 1.2357,                0.97965,                0.94192,                0.96487,                0.67299,                 1.0899,                0.45143,                 1.2784,               0.009571,               0.009571,               0.009571
                     16,                 1.1352,                0.52494,                 1.2354,                0.98246,                0.94377,                0.96317,                0.67724,                 1.0843,                0.43654,                 1.2785,               0.009538,               0.009538,               0.009538
                     17,                 1.1262,                0.51758,                 1.2312,                0.98624,                0.93641,                0.96455,                0.68048,                 1.0808,                0.44316,                 1.2692,               0.009505,               0.009505,               0.009505
                     18,                 1.1299,                 0.5241,                 1.2291,                0.98343,                0.93529,                0.96481,                0.68539,                 1.0857,                0.43036,                 1.2715,               0.009472,               0.009472,               0.009472
                     19,                 1.1221,                0.51394,                 1.2274,                0.97794,                0.94076,                0.96773,                0.68485,                  1.076,                0.43249,                 1.2687,               0.009439,               0.009439,               0.009439
                     20,                 1.1209,                0.51197,                 1.2199,                0.98181,                0.93854,                 0.9662,                0.67472,                 1.0876,                0.43217,                 1.2743,               0.009406,               0.009406,               0.009406
                     21,                 1.1081,                0.50515,                  1.214,                0.98282,                0.94348,                0.96955,                0.68556,                 1.0764,                0.42551,                 1.2635,               0.009373,               0.009373,               0.009373
                     22,                 1.1031,                0.50301,                 1.2141,                0.98442,                0.94402,                0.96968,                 0.6852,                 1.0829,                0.42556,                 1.2717,                0.00934,                0.00934,                0.00934
                     23,                 1.1075,                0.50103,                 1.2179,                0.98444,                0.94511,                0.97025,                0.68962,                   1.07,                0.41301,                 1.2579,               0.009307,               0.009307,               0.009307
                     24,                 1.0951,                 0.4984,                 1.2009,                0.98241,                0.94084,                0.97127,                0.68967,                 1.0612,                0.41031,                  1.254,               0.009274,               0.009274,               0.009274
                     25,                 1.0957,                0.49776,                 1.2117,                0.98359,                0.94483,                0.97222,                0.69527,                 1.0666,                0.40777,                 1.2559,               0.009241,               0.009241,               0.009241
                     26,                 1.1094,                 0.4963,                 1.2281,                0.98675,                0.94022,                0.97096,                0.69006,                 1.0676,                0.41223,                 1.2562,               0.009208,               0.009208,               0.009208
                     27,                 1.1136,                0.50435,                 1.2107,                0.98256,                0.94293,                0.97213,                0.68357,                 1.0869,                0.41803,                 1.2625,               0.009175,               0.009175,               0.009175
                     28,                 1.0879,                0.48648,                 1.1946,                0.98246,                0.94377,                0.97122,                0.69358,                 1.0578,                0.40255,                 1.2513,               0.009142,               0.009142,               0.009142
                     29,                 1.0944,                0.48595,                 1.2101,                0.98356,                 0.9413,                0.96898,                0.69326,                 1.0668,                0.39834,                 1.2523,               0.009109,               0.009109,               0.009109
                     30,                 1.0991,                 0.4932,                 1.2093,                0.98411,                0.94251,                 0.9737,                0.69595,                  1.058,                0.39675,                 1.2539,               0.009076,               0.009076,               0.009076
                     31,                 1.0803,                0.48014,                 1.1999,                0.98538,                0.94457,                0.97404,                0.69874,                 1.0551,                0.39156,                 1.2456,               0.009043,               0.009043,               0.009043
                     32,                 1.0804,                0.47836,                 1.1927,                 0.9842,                 0.9462,                0.97285,                0.69792,                  1.058,                0.38973,                 1.2489,                0.00901,                0.00901,                0.00901
                     33,                 1.0786,                0.47611,                 1.1961,                0.98048,                0.94891,                0.97509,                 0.6943,                 1.0617,                0.39403,                 1.2501,               0.008977,               0.008977,               0.008977
                     34,                 1.0752,                  0.477,                 1.1955,                0.98303,                0.94437,                0.97387,                0.69927,                 1.0552,                0.38646,                 1.2465,               0.008944,               0.008944,               0.008944
                     35,                  1.075,                0.47219,                 1.2001,                  0.983,                0.94837,                0.97454,                0.68946,                 1.0772,                0.39528,                 1.2565,               0.008911,               0.008911,               0.008911
                     36,                 1.0734,                0.47346,                 1.1937,                0.98675,                0.94185,                0.97391,                0.70281,                 1.0543,                0.37868,                 1.2432,               0.008878,               0.008878,               0.008878
                     37,                 1.0649,                0.46747,                 1.1882,                0.98391,                0.94783,                0.97355,                0.69843,                 1.0568,                0.38185,                 1.2422,               0.008845,               0.008845,               0.008845
                     38,                 1.0639,                 0.4693,                 1.1925,                0.98419,                0.94837,                0.97337,                0.69905,                 1.0533,                0.37837,                 1.2413,               0.008812,               0.008812,               0.008812
                     39,                 1.0701,                0.49587,                 1.2013,                0.98198,                0.94511,                0.97267,                0.69865,                 1.0499,                0.37956,                 1.2402,               0.008779,               0.008779,               0.008779
                     40,                 1.0619,                0.46382,                 1.1885,                0.98506,                0.94565,                0.97352,                0.69942,                 1.0495,                0.37416,                 1.2355,               0.008746,               0.008746,               0.008746
                     41,                  1.067,                 0.4638,                 1.1999,                0.98893,                0.94402,                0.97646,                0.69965,                 1.0456,                0.37457,                 1.2365,               0.008713,               0.008713,               0.008713
                     42,                  1.059,                0.46615,                 1.1897,                0.98679,                0.94783,                0.97543,                0.69916,                 1.0516,                0.37456,                  1.239,                0.00868,                0.00868,                0.00868
                     43,                 1.0592,                0.46465,                 1.1926,                0.98785,                 0.9462,                0.97608,                0.70187,                 1.0536,                0.37251,                 1.2385,               0.008647,               0.008647,               0.008647
                     44,                 1.0561,                0.45886,                 1.1852,                0.98741,                0.94239,                0.97398,                0.70224,                 1.0456,                0.37224,                 1.2375,               0.008614,               0.008614,               0.008614
                     45,                 1.0521,                0.45731,                 1.1822,                0.98421,                0.94871,                0.97505,                0.70513,                  1.044,                0.36628,                 1.2376,               0.008581,               0.008581,               0.008581
                     46,                 1.0504,                0.45655,                 1.1821,                 0.9868,                 0.9462,                0.97528,                0.70281,                 1.0433,                0.36976,                 1.2367,               0.008548,               0.008548,               0.008548
                     47,                 1.0547,                0.45734,                 1.1853,                0.98451,                0.95272,                0.97801,                0.70395,                 1.0446,                0.36494,                 1.2353,               0.008515,               0.008515,               0.008515
                     48,                 1.0572,                0.45656,                 1.1867,                0.97828,                0.95469,                0.97664,                0.70473,                 1.0393,                0.36383,                 1.2328,               0.008482,               0.008482,               0.008482
                     49,                 1.0418,                0.45409,                  1.178,                0.97937,                0.95326,                0.97571,                0.70466,                 1.0387,                 0.3663,                 1.2315,               0.008449,               0.008449,               0.008449
                     50,                 1.0391,                0.45241,                 1.1687,                0.98128,                 0.9538,                0.97578,                0.70631,                 1.0388,                0.36584,                 1.2293,               0.008416,               0.008416,               0.008416
                     51,                 1.0527,                0.45445,                 1.1829,                0.98376,                0.95464,                0.97649,                0.70637,                 1.0369,                0.36343,                 1.2281,               0.008383,               0.008383,               0.008383
                     52,                 1.0355,                0.44883,                 1.1763,                0.98212,                0.95542,                0.97606,                0.70497,                   1.04,                0.36401,                 1.2291,                0.00835,                0.00835,                0.00835
                     53,                 1.0432,                0.44991,                 1.1762,                0.98044,                0.95335,                0.97782,                0.70507,                 1.0385,                0.36386,                 1.2286,               0.008317,               0.008317,               0.008317
                     54,                 1.0499,                0.45354,                 1.1784,                  0.987,                0.94946,                0.97624,                0.70799,                 1.0396,                0.36375,                 1.2306,               0.008284,               0.008284,               0.008284
                     55,                 1.0404,                0.44647,                 1.1763,                0.98923,                0.94844,                0.97757,                0.70607,                 1.0418,                0.36187,                 1.2311,               0.008251,               0.008251,               0.008251
                     56,                 1.0393,                0.44744,                 1.1743,                0.98665,                0.95054,                0.97715,                0.70711,                 1.0379,                0.36156,                   1.23,               0.008218,               0.008218,               0.008218
                     57,                 1.0398,                0.44902,                 1.1748,                0.98598,                 0.9558,                0.97984,                0.70847,                 1.0344,                0.35859,                  1.229,               0.008185,               0.008185,               0.008185
                     58,                  1.031,                0.44409,                 1.1714,                0.98903,                0.95109,                0.97934,                0.70447,                 1.0375,                0.35839,                   1.23,               0.008152,               0.008152,               0.008152
                     59,                 1.0355,                0.44648,                 1.1745,                0.98172,                0.95652,                0.97886,                0.70491,                 1.0383,                0.35827,                 1.2297,               0.008119,               0.008119,               0.008119
                     60,                 1.0348,                0.44307,                 1.1683,                0.98572,                0.95435,                0.97938,                0.70451,                  1.037,                0.35673,                 1.2276,               0.008086,               0.008086,               0.008086
                     61,                 1.0356,                0.44694,                  1.168,                0.98269,                0.95647,                0.97956,                0.70557,                 1.0356,                0.35685,                 1.2274,               0.008053,               0.008053,               0.008053
                     62,                 1.0417,                0.44277,                 1.1741,                0.98825,                0.95217,                0.97911,                0.70569,                 1.0395,                0.35655,                 1.2296,                0.00802,                0.00802,                0.00802
                     63,                 1.0325,                0.44285,                 1.1755,                0.98395,                0.95489,                 0.9797,                0.70596,                   1.04,                 0.3557,                 1.2294,               0.007987,               0.007987,               0.007987
                     64,                 1.0219,                 0.4397,                 1.1654,                 0.9846,                0.95489,                0.97895,                0.70626,                 1.0405,                0.35449,                 1.2302,               0.007954,               0.007954,               0.007954
                     65,                  1.032,                 0.4403,                 1.1727,                0.98439,                0.95217,                0.97863,                0.70546,                 1.0396,                  0.355,                 1.2292,               0.007921,               0.007921,               0.007921
                     66,                 1.0176,                 0.4445,                 1.1606,                0.98527,                0.95326,                0.97868,                 0.7082,                 1.0387,                0.35384,                 1.2282,               0.007888,               0.007888,               0.007888
                     67,                 1.0274,                0.43823,                 1.1659,                0.98396,                0.95543,                0.97897,                0.70562,                  1.039,                0.35443,                 1.2294,               0.007855,               0.007855,               0.007855
                     68,                 1.0199,                0.43906,                 1.1635,                 0.9817,                0.95598,                0.97896,                0.70825,                 1.0381,                0.35279,                 1.2293,               0.007822,               0.007822,               0.007822
                     69,                 1.0245,                0.43616,                  1.166,                0.98436,                0.95272,                0.97956,                 0.7077,                 1.0386,                0.35301,                 1.2298,               0.007789,               0.007789,               0.007789
                     70,                 1.0194,                0.43145,                 1.1643,                0.98432,                0.95163,                0.97842,                0.70834,                 1.0377,                0.35057,                 1.2298,               0.007756,               0.007756,               0.007756
                     71,                 1.0184,                 0.4394,                 1.1607,                0.98157,                0.95499,                 0.9789,                0.70658,                 1.0379,                0.35288,                 1.2297,               0.007723,               0.007723,               0.007723
                     72,                 1.0152,                0.43383,                 1.1639,                0.97783,                0.95898,                0.97886,                0.70766,                 1.0388,                0.35221,                 1.2296,                0.00769,                0.00769,                0.00769
                     73,                  1.031,                0.46439,                 1.1665,                0.97996,                0.95659,                0.97894,                 0.7068,                 1.0379,                0.35207,                 1.2282,               0.007657,               0.007657,               0.007657
                     74,                 1.0156,                0.43171,                 1.1611,                0.98701,                0.94972,                0.97821,                 0.7085,                  1.036,                0.35162,                 1.2269,               0.007624,               0.007624,               0.007624
                     75,                 1.0148,                0.43064,                  1.162,                 0.9805,                0.95641,                0.97688,                0.70821,                 1.0361,                 0.3508,                  1.227,               0.007591,               0.007591,               0.007591
                     76,                  1.009,                0.43197,                 1.1584,                0.98702,                0.95036,                0.97634,                0.70786,                 1.0355,                0.35085,                 1.2266,               0.007558,               0.007558,               0.007558
                     77,                 1.0117,                0.42918,                  1.157,                0.98483,                0.95286,                0.97793,                0.71028,                 1.0355,                0.35091,                 1.2264,               0.007525,               0.007525,               0.007525
                     78,                 1.0123,                0.42998,                 1.1627,                0.98599,                0.95272,                 0.9777,                0.71047,                 1.0353,                0.35088,                 1.2262,               0.007492,               0.007492,               0.007492
                     79,                 1.0121,                0.42778,                 1.1597,                0.98535,                0.95272,                0.97769,                0.71054,                 1.0343,                0.35059,                 1.2249,               0.007459,               0.007459,               0.007459
                     80,                 1.0104,                0.42558,                 1.1569,                0.98513,                0.95272,                0.97776,                0.71099,                 1.0345,                0.34996,                 1.2252,               0.007426,               0.007426,               0.007426
                     81,                 1.0134,                0.42806,                 1.1607,                0.98106,                0.95722,                0.97792,                0.70968,                 1.0348,                0.34948,                 1.2252,               0.007393,               0.007393,               0.007393
                     82,                 1.0096,                0.42965,                 1.1572,                0.97783,                0.95904,                0.97809,                0.70922,                 1.0349,                 0.3489,                 1.2253,                0.00736,                0.00736,                0.00736
                     83,                  1.008,                0.42616,                 1.1584,                0.98054,                0.95833,                0.97828,                0.71093,                 1.0346,                0.34891,                 1.2253,               0.007327,               0.007327,               0.007327
                     84,                 1.0065,                0.42531,                 1.1555,                0.97947,                0.95927,                0.97837,                0.71215,                 1.0346,                0.34924,                 1.2249,               0.007294,               0.007294,               0.007294
                     85,                 1.0084,                0.42849,                 1.1554,                 0.9799,                0.95815,                0.97937,                0.71187,                 1.0343,                0.34863,                 1.2252,               0.007261,               0.007261,               0.007261
                     86,                 1.0041,                0.42246,                  1.158,                0.98066,                0.95815,                0.97889,                0.71133,                 1.0348,                0.34762,                 1.2255,               0.007228,               0.007228,               0.007228
                     87,                 1.0063,                0.42674,                 1.1557,                 0.9811,                0.95905,                0.97897,                0.71161,                 1.0344,                0.34705,                 1.2253,               0.007195,               0.007195,               0.007195
                     88,                0.99888,                0.42142,                 1.1532,                0.98218,                0.95867,                0.97898,                0.71104,                 1.0342,                 0.3466,                 1.2253,               0.007162,               0.007162,               0.007162
                     89,                 1.0044,                0.42281,                 1.1542,                0.98271,                0.95781,                 0.9789,                0.71038,                 1.0345,                 0.3457,                 1.2256,               0.007129,               0.007129,               0.007129
                     90,                0.99765,                0.42149,                 1.1522,                0.98272,                0.95707,                0.97904,                0.71112,                 1.0344,                0.34598,                 1.2256,               0.007096,               0.007096,               0.007096
                     91,                 1.0042,                0.42304,                 1.1579,                0.98326,                0.95767,                0.97899,                0.71048,                 1.0346,                0.34622,                 1.2254,               0.007063,               0.007063,               0.007063
                     92,                0.99438,                0.41825,                 1.1488,                0.98273,                 0.9586,                0.97892,                0.71108,                 1.0348,                0.34653,                 1.2255,                0.00703,                0.00703,                0.00703
                     93,                0.99475,                0.41666,                 1.1524,                0.98204,                 0.9587,                 0.9786,                0.71029,                 1.0353,                 0.3467,                 1.2258,               0.006997,               0.006997,               0.006997
                     94,                0.99888,                 0.4209,                 1.1588,                0.98273,                0.95882,                0.97796,                0.71144,                 1.0355,                 0.3463,                 1.2258,               0.006964,               0.006964,               0.006964
                     95,                0.99133,                0.41991,                 1.1501,                0.98275,                0.95969,                0.97804,                0.71193,                 1.0354,                0.34615,                 1.2257,               0.006931,               0.006931,               0.006931
                     96,                0.99252,                0.41722,                  1.149,                 0.9827,                0.95978,                 0.9779,                0.71157,                 1.0351,                 0.3456,                 1.2256,               0.006898,               0.006898,               0.006898
                     97,                 0.9942,                0.41965,                 1.1443,                 0.9835,                0.95978,                0.97808,                0.71018,                 1.0349,                0.34563,                 1.2256,               0.006865,               0.006865,               0.006865
                     98,                 0.9991,                0.41912,                 1.1536,                0.98329,                0.95946,                0.97801,                 0.7102,                 1.0352,                0.34548,                 1.2256,               0.006832,               0.006832,               0.006832
                     99,                 0.9873,                0.41654,                 1.1474,                0.98383,                0.95903,                0.97795,                0.71049,                 1.0354,                0.34532,                 1.2257,               0.006799,               0.006799,               0.006799
                    100,                0.99802,                0.41713,                 1.1632,                0.98382,                0.95842,                0.97779,                0.71042,                 1.0352,                0.34496,                 1.2257,               0.006766,               0.006766,               0.006766
                    101,                0.98945,                0.41494,                 1.1454,                0.98381,                0.95796,                0.97793,                0.71092,                 1.0353,                0.34461,                 1.2257,               0.006733,               0.006733,               0.006733
                    102,                0.99512,                0.41621,                 1.1484,                0.98381,                0.95762,                 0.9789,                0.70998,                 1.0355,                 0.3449,                 1.2258,                 0.0067,                 0.0067,                 0.0067
                    103,                0.98872,                0.41634,                 1.1491,                0.98381,                0.95779,                0.97889,                0.70994,                 1.0355,                0.34427,                 1.2256,               0.006667,               0.006667,               0.006667
                    104,                0.98742,                0.41824,                  1.147,                0.98381,                0.95765,                0.97884,                0.71021,                 1.0359,                0.34496,                 1.2258,               0.006634,               0.006634,               0.006634
                    105,                0.98832,                 0.4146,                 1.1486,                0.98382,                0.95818,                0.97893,                0.70998,                  1.036,                0.34522,                 1.2259,               0.006601,               0.006601,               0.006601
                    106,                0.97991,                0.41265,                 1.1463,                  0.984,                0.95761,                0.97878,                0.71019,                 1.0358,                0.34496,                 1.2257,               0.006568,               0.006568,               0.006568
                    107,                0.98524,                0.43331,                 1.1526,                0.98382,                0.95707,                0.97873,                0.71073,                 1.0356,                0.34477,                 1.2255,               0.006535,               0.006535,               0.006535
                    108,                 0.9804,                0.41201,                 1.1414,                0.98387,                0.95707,                0.97873,                0.71097,                 1.0354,                0.34457,                 1.2253,               0.006502,               0.006502,               0.006502
                    109,                 0.9813,                 0.4125,                 1.1425,                  0.984,                0.95707,                0.97773,                0.71097,                 1.0356,                 0.3446,                 1.2253,               0.006469,               0.006469,               0.006469
